Name,Address,Source,SourceFile,image-wrapper href,photo src,place-name,address,city,material-icons,material-icons 2,info,material-icons 3,description,program-link href,program,badge 3,btn href,city 2,details,neighborhood,badge
,60 Roebuck Dr,Winnie,winnie (4).csv,https://winnie.com/place/monument-of-love-christian-life-ministry-birmingham,https://winnie-static.imgix.net/default/daycare_32.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Monument Of Love Christian Life Ministry,60 Roebuck Dr,"Birmingham, AL",maps_home_work,,,,"Monument Of Love Christian Life Ministry is a licensed child care center offering daycare programs located at 60 Roebuck Dr in Roebuck in Birmingham, AL. Contact this provider to inquire about prices...",https://winnie.com/place/monument-of-love-christian-life-ministry-birmingham#daycare-program,,,https://winnie.com/place/monument-of-love-christian-life-ministry-birmingham#contact_form,,,Roebuck,6 w - 12 yr
,9084 Parkway E,Winnie,winnie (4).csv,https://winnie.com/place/the-learning-express-childcare-center-birmingham,https://winnie-static.imgix.net/default/daycare_28.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,The Learning Express Childcare Center,9084 Parkway E,"Birmingham, AL",maps_home_work,,,,"The Learning Express Childcare Center is a licensed child care center offering daycare programs located at 9084 Parkway E in Roebuck in Birmingham, AL. Contact this provider to inquire about prices...",https://winnie.com/place/the-learning-express-childcare-center-birmingham#daycare-program,,,https://winnie.com/place/the-learning-express-childcare-center-birmingham#contact_form,,,Roebuck,6 w - 12 yr
,8521 Division Ave,Winnie,winnie (4).csv,https://winnie.com/place/40-child-care-achievement-ministry-birmingham,https://winnie-static.imgix.net/default/daycare_16.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,40 Child Care Achievement Ministry,8521 Division Ave,"Birmingham, AL",maps_home_work,,,,"40 Child Care Achievement Ministry is a licensed child care center offering daycare programs located at 8521 Division Ave in South Eastlake in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/40-child-care-achievement-ministry-birmingham#daycare-program,,,https://winnie.com/place/40-child-care-achievement-ministry-birmingham#contact_form,,,South Eastlake,1 mo - 14 yr
,831 Eastern Valley Rd,Winnie,winnie (4).csv,https://winnie.com/place/cornerstone-daycare-bessemer-2,https://winnie-static.imgix.net/default/daycare_26.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Cornerstone Daycare,831 Eastern Valley Rd,"Bessemer, AL",location_on,,,,"Cornerstone Daycare is a licensed child care center offering daycare programs located at 831 Eastern Valley Rd in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/cornerstone-daycare-bessemer-2#daycare-program,,,https://winnie.com/place/cornerstone-daycare-bessemer-2#contact_form,Bessemer,,,6 w - 12 yr
,300 32nd St S,Winnie,winnie (4).csv,https://winnie.com/place/just-like-home-daycare-bessemer,https://winnie-static.imgix.net/default/daycare_44.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Just Like Home Daycare,300 32nd St S,"Bessemer, AL",location_on,,,,"Just Like Home Daycare is a licensed child care center offering daycare programs located at 300 32nd St S in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/just-like-home-daycare-bessemer#daycare-program,,,https://winnie.com/place/just-like-home-daycare-bessemer#contact_form,Bessemer,,,6 w - 18 yr
,2821 Lomb Ave,Winnie,winnie (4).csv,https://winnie.com/place/metropolitan-day-school-birmingham,https://winnie-static.imgix.net/default/daycare_28.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Metropolitan Day School,2821 Lomb Ave,"Birmingham, AL",maps_home_work,,,,"Metropolitan Day School is a licensed child care center offering daycare programs located at 2821 Lomb Ave in Rising - West Princeton in Birmingham, AL. Contact this provider to inquire about prices...",https://winnie.com/place/metropolitan-day-school-birmingham#daycare-program,,,https://winnie.com/place/metropolitan-day-school-birmingham#contact_form,,,Rising - West Princeton,4 yr - 12 yr
,7901 1st Ave N,Winnie,winnie (4).csv,https://winnie.com/place/st-barnabas-catholic-school-birmingham,https://winnie-static.imgix.net/default/daycare_34.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,St. Barnabas Catholic School,7901 1st Ave N,"Birmingham, AL",maps_home_work,,,,"St. Barnabas Catholic School is a licensed child care center offering daycare programs located at 7901 1st Ave N in South Eastlake in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/st-barnabas-catholic-school-birmingham#daycare-program,,,https://winnie.com/place/st-barnabas-catholic-school-birmingham#contact_form,,,South Eastlake,4 yr - 4 yr 11 mo
,1600 7th Ave S,Winnie,winnie (4).csv,https://winnie.com/place/near-and-dear-child-care-ctr-birmingham,https://winnie-static.imgix.net/default/daycare_35.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Near And Dear Child Care Ctr,1600 7th Ave S,"Birmingham, AL",maps_home_work,,,,"Near And Dear Child Care Ctr is a licensed child care center offering daycare programs located at 1600 7th Ave S in Five Points South in Birmingham, AL. Contact this provider to inquire about prices...",https://winnie.com/place/near-and-dear-child-care-ctr-birmingham#daycare-program,,,https://winnie.com/place/near-and-dear-child-care-ctr-birmingham#contact_form,,,Five Points South,6 w - 13 yr
,7833 1st Ave N,Winnie,winnie (4).csv,https://winnie.com/place/life-changing-worship-center-birmingham,https://winnie-static.imgix.net/default/daycare_43.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Life Changing Worship Center,7833 1st Ave N,"Birmingham, AL",maps_home_work,,,,"Life Changing Worship Center is a licensed child care center offering daycare programs located at 7833 1st Ave N in South Eastlake in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/life-changing-worship-center-birmingham#daycare-program,,,https://winnie.com/place/life-changing-worship-center-birmingham#contact_form,,,South Eastlake,6 w - 12 yr
,1033 22nd St S,Winnie,winnie (4).csv,https://winnie.com/place/ccr-st-vincent-head-start-program-birmingham,https://winnie-static.imgix.net/default/daycare_2.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Ccr St. Vincent Head Start Program,1033 22nd St S,"Birmingham, AL",maps_home_work,,,,"Ccr St. Vincent Head Start Program is a licensed child care center offering daycare programs located at 1033 22nd St S in Five Points South in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/ccr-st-vincent-head-start-program-birmingham#daycare-program,,,https://winnie.com/place/ccr-st-vincent-head-start-program-birmingham#contact_form,,,Five Points South,0 mo - 4 yr 11 mo
,1501 4th Ave SW,Winnie,winnie (4).csv,https://winnie.com/place/ymca-legacy-bessemer,https://winnie-static.imgix.net/default/daycare_41.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Ymca - Legacy,1501 4th Ave SW,"Bessemer, AL",location_on,,,,"Ymca - Legacy is a license exempt child care center offering daycare programs located at 1501 4th Ave SW in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/ymca-legacy-bessemer#daycare-program,,,https://winnie.com/place/ymca-legacy-bessemer#contact_form,Bessemer,,,5 yr - 18 yr
,4445 Montevallo Rd,Winnie,winnie (4).csv,https://winnie.com/place/mcelwain-baptist-child-development-center-birmingham,https://winnie-static.imgix.net/default/daycare_47.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Mcelwain Baptist Child Development Center,4445 Montevallo Rd,"Birmingham, AL",maps_home_work,,,,"Mcelwain Baptist Child Development Center is a licensed child care center offering daycare programs located at 4445 Montevallo Rd in Crestline in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/mcelwain-baptist-child-development-center-birmingham#daycare-program,,,https://winnie.com/place/mcelwain-baptist-child-development-center-birmingham#contact_form,,,Crestline,6 w - 6 yr
,813 8th St N,Winnie,winnie (4).csv,https://winnie.com/place/little-house-for-little-people-bessemer-2,https://winnie-static.imgix.net/default/daycare_58.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Little House For Little People,813 8th St N,"Bessemer, AL",location_on,,,,"Little House For Little People is a licensed child care center offering daycare programs located at 813 8th St N in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/little-house-for-little-people-bessemer-2#daycare-program,,,https://winnie.com/place/little-house-for-little-people-bessemer-2#contact_form,Bessemer,,,1 mo - 13 yr
,200 Ridge Dr,Winnie,winnie (4).csv,https://winnie.com/place/lil-aangels-learning-center-llc-pelham,https://winnie-static.imgix.net/default/daycare_9.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"Lil Aangels Learning Center, LLC",200 Ridge Dr,"Pelham, AL",location_on,,,,"Lil Aangels Learning Center, LLC is a licensed child care center offering daycare programs located at 200 Ridge Dr in Pelham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/lil-aangels-learning-center-llc-pelham#daycare-program,,,https://winnie.com/place/lil-aangels-learning-center-llc-pelham#contact_form,Pelham,,,6 w - 8 yr
,1901 Woodland Ave SW,Winnie,winnie (4).csv,https://winnie.com/place/cute-giggles-childcare-birmingham,https://winnie-static.imgix.net/default/daycare_59.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Cute Giggles Childcare,1901 Woodland Ave SW,"Birmingham, AL",maps_home_work,,,,"Cute Giggles Childcare is a licensed child care center offering daycare programs located at 1901 Woodland Ave SW in Oakwood Place in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/cute-giggles-childcare-birmingham#daycare-program,,,https://winnie.com/place/cute-giggles-childcare-birmingham#contact_form,,,Oakwood Place,6 w - 13 yr
,3010 Dartmouth Ave,Winnie,winnie (4).csv,https://winnie.com/place/just-like-home-dc-dev-ctr-phase-3-inc-bessemer,https://winnie-static.imgix.net/default/daycare_20.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Just Like Home Dc & Dev Ctr Phase 3 Inc.,3010 Dartmouth Ave,"Bessemer, AL",location_on,,,,"Just Like Home Dc & Dev Ctr Phase 3 Inc. is a licensed child care center offering daycare programs located at 3010 Dartmouth Ave in Bessemer, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/just-like-home-dc-dev-ctr-phase-3-inc-bessemer#daycare-program,,,https://winnie.com/place/just-like-home-dc-dev-ctr-phase-3-inc-bessemer#contact_form,Bessemer,,,3 yr - 18 yr
,3050 Lee St,Winnie,winnie (4).csv,https://winnie.com/place/chase-youth-center-pelham,https://winnie-static.imgix.net/default/daycare_14.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Chase Youth Center,3050 Lee St,"Pelham, AL",location_on,,,,"Chase Youth Center is a licensed child care center offering daycare programs located at 3050 Lee St in Pelham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/chase-youth-center-pelham#daycare-program,,,https://winnie.com/place/chase-youth-center-pelham#contact_form,Pelham,,,5 yr - 15 yr
,143 Seminole Cir,Winnie,winnie (4).csv,https://winnie.com/place/mount-pilgrim-christian-daycare-fairfield,https://winnie-static.imgix.net/default/daycare_42.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Mount Pilgrim Christian Daycare,143 Seminole Cir,"Fairfield, AL",location_on,,,,"Mount Pilgrim Christian Daycare is a licensed child care center offering daycare programs located at 143 Seminole Cir in Fairfield, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/mount-pilgrim-christian-daycare-fairfield#daycare-program,,,https://winnie.com/place/mount-pilgrim-christian-daycare-fairfield#contact_form,Fairfield,,,6 w - 12 yr
,1716 5th Ave N,Winnie,winnie (4).csv,https://winnie.com/place/huggs-kisses-inc-birmingham,https://winnie-static.imgix.net/default/daycare_57.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"Huggs & Kisses, Inc",1716 5th Ave N,"Birmingham, AL",maps_home_work,,,,"Huggs & Kisses, Inc is a licensed child care center offering daycare programs located at 1716 5th Ave N in Birmingham Civil Rights District in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/huggs-kisses-inc-birmingham#daycare-program,,,https://winnie.com/place/huggs-kisses-inc-birmingham#contact_form,,,Birmingham Civil Rights District,6 w - 15 yr
,28 3rd Ave S,Winnie,winnie (4).csv,https://winnie.com/place/precious-tots-child-development-center-birmingham,https://winnie-static.imgix.net/default/daycare_5.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Precious Tots Child Development Center,28 3rd Ave S,"Birmingham, AL",maps_home_work,,,,"Precious Tots Child Development Center is a licensed child care center offering daycare programs located at 28 3rd Ave S in North Titusville in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/precious-tots-child-development-center-birmingham#daycare-program,,,https://winnie.com/place/precious-tots-child-development-center-birmingham#contact_form,,,North Titusville,24 mo - 12 yr
,1200 Reverend Abraham Woods Jr Boulevard,Winnie,winnie (4).csv,https://winnie.com/place/todaycare-ssa-child-dev-center-birmingham,https://winnie-static.imgix.net/default/daycare_33.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Todaycare Ssa Child Dev Center,1200 Reverend Abraham Woods Jr Boulevard,"Birmingham, AL",maps_home_work,,,,"Todaycare Ssa Child Dev Center is a licensed child care center offering daycare programs located at 1200 Reverend Abraham Woods Jr Boulevard in Fountain Heights in Birmingham, AL. Contact this...",https://winnie.com/place/todaycare-ssa-child-dev-center-birmingham#daycare-program,,,https://winnie.com/place/todaycare-ssa-child-dev-center-birmingham#contact_form,,,Fountain Heights,6 w - 12 yr
,1533 Montgomery Hwy,Winnie,winnie (4).csv,https://winnie.com/place/mini-marvels-too-hoover,https://winnie-static.imgix.net/default/daycare_29.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Mini Marvels Too,1533 Montgomery Hwy,"Hoover, AL",location_on,,,,"Mini Marvels Too is a licensed child care center offering daycare programs located at 1533 Montgomery Hwy in Hoover, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/mini-marvels-too-hoover#daycare-program,,,https://winnie.com/place/mini-marvels-too-hoover#contact_form,Hoover,,,6 w - 12 yr
,3121 Cleburn Ave,Winnie,winnie (4).csv,https://winnie.com/place/wee-willies-child-development-center-birmingham,https://winnie-static.imgix.net/default/daycare_57.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Wee Willie's Child Development Center,3121 Cleburn Ave,"Birmingham, AL",maps_home_work,,,,"Wee Willie's Child Development Center is a licensed child care center offering daycare programs located at 3121 Cleburn Ave in Germania Park in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/wee-willies-child-development-center-birmingham#daycare-program,,,https://winnie.com/place/wee-willies-child-development-center-birmingham#contact_form,,,Germania Park,6 w - 14 yr
,811 Glenn Rd,Winnie,winnie (4).csv,https://winnie.com/place/dunnams-private-school-bessemer,https://winnie-static.imgix.net/default/daycare_45.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Dunnam's Private School,811 Glenn Rd,"Bessemer, AL",location_on,,,,"Dunnam's Private School is a licensed child care center offering daycare programs located at 811 Glenn Rd in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/dunnams-private-school-bessemer#daycare-program,,,https://winnie.com/place/dunnams-private-school-bessemer#contact_form,Bessemer,,,6 w - 12 yr
,3819 42nd Ave N,Winnie,winnie (4).csv,https://winnie.com/place/steps-above-daycare-birmingham,https://winnie-static.imgix.net/default/daycare_60.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Steps Above Daycare,3819 42nd Ave N,"Birmingham, AL",maps_home_work,,,,"Steps Above Daycare is a licensed child care center offering daycare programs located at 3819 42nd Ave N in Inglenook in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/steps-above-daycare-birmingham#daycare-program,,,https://winnie.com/place/steps-above-daycare-birmingham#contact_form,,,Inglenook,8 mo - 17 yr
,320 Tuscaloosa Ave,Winnie,winnie (4).csv,https://winnie.com/place/kids-first-development-academy-arlington-birmingham,https://winnie-static.imgix.net/default/daycare_57.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Kids First Development Academy Arlington,320 Tuscaloosa Ave,"Birmingham, AL",maps_home_work,,,,"Kids First Development Academy Arlington is a licensed child care center offering daycare programs located at 320 Tuscaloosa Ave in Arlington - West End in Birmingham, AL. Contact this provider to...",https://winnie.com/place/kids-first-development-academy-arlington-birmingham#daycare-program,,,https://winnie.com/place/kids-first-development-academy-arlington-birmingham#contact_form,,,Arlington - West End,1 mo - 12 yr
,1616 Forestdale Blvd,Winnie,winnie (4).csv,https://winnie.com/place/shaping-dreams-daycare-birmingham,https://winnie-static.imgix.net/default/daycare_55.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Shaping Dreams Daycare (2),1616 Forestdale Blvd,"Birmingham, AL",location_on,,,,"Shaping Dreams Daycare (2) is a licensed child care center offering daycare programs located at 1616 Forestdale Blvd in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/shaping-dreams-daycare-birmingham#daycare-program,,,https://winnie.com/place/shaping-dreams-daycare-birmingham#contact_form,Birmingham,,,6 w - 12 yr
,444 58th Alley,Winnie,winnie (4).csv,https://winnie.com/place/crumbey-bethel-daycare-and-kindergarten-fairfield,https://winnie-static.imgix.net/default/daycare_54.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Crumbey Bethel Daycare And Kindergarten,444 58th Alley,"Fairfield, AL",location_on,,,,"Crumbey Bethel Daycare And Kindergarten is a licensed child care center offering daycare programs located at 444 58th Alley in Fairfield, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/crumbey-bethel-daycare-and-kindergarten-fairfield#daycare-program,,,https://winnie.com/place/crumbey-bethel-daycare-and-kindergarten-fairfield#contact_form,Fairfield,,,6 w - 12 yr
,118 55th St N,Winnie,winnie (4).csv,https://winnie.com/place/cornerstone-elementary-school-birmingham,https://winnie-static.imgix.net/default/daycare_39.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Cornerstone Elementary School,118 55th St N,"Birmingham, AL",maps_home_work,,,,"Cornerstone Elementary School is a licensed child care center offering daycare programs located at 118 55th St N in Woodlawn in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/cornerstone-elementary-school-birmingham#daycare-program,,,https://winnie.com/place/cornerstone-elementary-school-birmingham#contact_form,,,Woodlawn,4 yr - 12 yr
,2808 Veterans Memorial Dr,Winnie,winnie (4).csv,https://winnie.com/place/just-us-kids-day-care-inc-adamsville,https://winnie-static.imgix.net/default/daycare_27.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Just Us Kids Day Care Inc,2808 Veterans Memorial Dr,"Adamsville, AL",location_on,,,,"Just Us Kids Day Care Inc is a licensed child care center offering daycare programs located at 2808 Veterans Memorial Dr in Adamsville, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/just-us-kids-day-care-inc-adamsville#daycare-program,,,https://winnie.com/place/just-us-kids-day-care-inc-adamsville#contact_form,Adamsville,,,6 w - 15 yr
,4022 4th Ave S,Winnie,winnie (5).csv,https://winnie.com/place/new-hope-christian-daycare-birmingham-2,https://winnie-static.imgix.net/default/daycare_8.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,New Hope Christian Daycare (South Avondal),4022 4th Ave S,,maps_home_work,,,,"New Hope Christian Daycare (South Avondal) is a licensed child care center offering daycare programs located at 4022 4th Ave S in Forest Park in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/new-hope-christian-daycare-birmingham-2#daycare-program,,,https://winnie.com/place/new-hope-christian-daycare-birmingham-2#contact_form,"Birmingham, AL",,Forest Park,6 w - 4 yr 11 mo
,5700 5th St S,Winnie,winnie (5).csv,https://winnie.com/place/angels-in-the-sky-day-care-center-bessemer,https://winnie-static.imgix.net/default/daycare_25.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Angels In The Sky Day Care Center,5700 5th St S,Bessemer,location_on,,,,"Angels In The Sky Day Care Center is a licensed child care center offering daycare programs located at 5700 5th St S in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/angels-in-the-sky-day-care-center-bessemer#daycare-program,,,https://winnie.com/place/angels-in-the-sky-day-care-center-bessemer#contact_form,"Bessemer, AL",,,6 mo - 12 yr
,108 Brooklane Dr,Winnie,winnie (5).csv,https://winnie.com/place/kidz-konnection-cdc-hueytown,https://winnie-static.imgix.net/default/daycare_8.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Kidz Konnection CDC,108 Brooklane Dr,Hueytown,location_on,,,,"Kidz Konnection CDC is a licensed child care center offering daycare programs located at 108 Brooklane Dr in Hueytown, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/kidz-konnection-cdc-hueytown#daycare-program,,,https://winnie.com/place/kidz-konnection-cdc-hueytown#contact_form,"Hueytown, AL",,,1 mo - 14 yr
,613 14th St N,Winnie,winnie (5).csv,https://winnie.com/place/ros-heavenly-angels-llc-bessemer,https://winnie-static.imgix.net/default/daycare_37.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"Ro's Heavenly Angels, LLC",613 14th St N,Bessemer,location_on,,,,"Ro's Heavenly Angels, LLC is a licensed child care center offering daycare programs located at 613 14th St N in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/ros-heavenly-angels-llc-bessemer#daycare-program,,,https://winnie.com/place/ros-heavenly-angels-llc-bessemer#contact_form,"Bessemer, AL",,,0 mo - 12 yr
,6914 1st Ave N,Winnie,winnie (5).csv,https://winnie.com/place/mini-blessings-church-birmingham,https://winnie-static.imgix.net/default/daycare_16.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Mini Blessings Church,6914 1st Ave N,,maps_home_work,,,,"Mini Blessings Church is a licensed child care center offering daycare programs located at 6914 1st Ave N in Wahouma in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/mini-blessings-church-birmingham#daycare-program,,,https://winnie.com/place/mini-blessings-church-birmingham#contact_form,"Birmingham, AL",,Wahouma,6 w - 14 yr
,121 3rd Ave W,Winnie,winnie (5).csv,https://winnie.com/place/shantaclears-playhouse-birmingham,https://winnie-static.imgix.net/default/daycare_30.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Shantaclear's Playhouse,121 3rd Ave W,,maps_home_work,,,,"Shantaclear's Playhouse is a licensed child care center offering daycare programs located at 121 3rd Ave W in Graymont in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/shantaclears-playhouse-birmingham#daycare-program,,,https://winnie.com/place/shantaclears-playhouse-birmingham#contact_form,"Birmingham, AL",,Graymont,6 w - 16 yr
,8916 Parkway E,Winnie,winnie (5).csv,https://winnie.com/place/trinity-outreach-ministries-birmingham,https://winnie-static.imgix.net/default/daycare_29.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Trinity Outreach Ministries,8916 Parkway E,,maps_home_work,,,,"Trinity Outreach Ministries is a licensed child care center offering daycare programs located at 8916 Parkway E in Roebuck in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/trinity-outreach-ministries-birmingham#daycare-program,,,https://winnie.com/place/trinity-outreach-ministries-birmingham#contact_form,"Birmingham, AL",,Roebuck,1 mo - 12 yr
,223 Ray St,Winnie,winnie (5).csv,https://winnie.com/place/ketas-one-step-to-learning-bessemer,https://winnie-static.imgix.net/default/daycare_52.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Keta's One Step To Learning,223 Ray St,Bessemer,location_on,,,,"Keta's One Step To Learning is a licensed child care center offering daycare programs located at 223 Ray St in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/ketas-one-step-to-learning-bessemer#daycare-program,,,https://winnie.com/place/ketas-one-step-to-learning-bessemer#contact_form,"Bessemer, AL",,,6 w - 12 yr
,132 68th St N,Winnie,winnie (5).csv,https://winnie.com/place/sweet-ones-day-care-birmingham,https://winnie-static.imgix.net/default/daycare_52.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Sweet Ones Day Care,132 68th St N,,maps_home_work,,,,"Sweet Ones Day Care is a licensed child care center offering daycare programs located at 132 68th St N in Wahouma in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/sweet-ones-day-care-birmingham#daycare-program,,,https://winnie.com/place/sweet-ones-day-care-birmingham#contact_form,"Birmingham, AL",,Wahouma,1 mo - 12 yr
,3965 Parkwood Rd,Winnie,winnie (5).csv,https://winnie.com/place/lighthouse-child-dev-center-llc-bessemer,https://winnie-static.imgix.net/default/daycare_14.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"Lighthouse Child Dev. Center, Llc",3965 Parkwood Rd,Bessemer,location_on,,,,"Lighthouse Child Dev. Center, Llc is a licensed child care center offering daycare programs located at 3965 Parkwood Rd in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/lighthouse-child-dev-center-llc-bessemer#daycare-program,,,https://winnie.com/place/lighthouse-child-dev-center-llc-bessemer#contact_form,"Bessemer, AL",,,6 w - 10 yr
,1634 Alemeda Ave SW,Winnie,winnie (5).csv,https://winnie.com/place/loves-child-care-group-home-birmingham,https://winnie-static.imgix.net/default/daycare_46.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Love's Child Care Group Home,1634 Alemeda Ave SW,,maps_home_work,,,,"Love's Child Care Group Home is a licensed child care center offering daycare programs located at 1634 Alemeda Ave SW in West End Manor in Birmingham, AL. Contact this provider to inquire about prices...",https://winnie.com/place/loves-child-care-group-home-birmingham#daycare-program,,,https://winnie.com/place/loves-child-care-group-home-birmingham#contact_form,"Birmingham, AL",,West End Manor,24 mo - 14 yr
,1324 4th Ave N,Winnie,winnie (5).csv,https://winnie.com/place/alabama-stem-education-bessemer,https://winnie-static.imgix.net/default/daycare_49.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Alabama Stem Education,1324 4th Ave N,Bessemer,location_on,,,,"Alabama Stem Education is a licensed child care center offering daycare programs located at 1324 4th Ave N in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/alabama-stem-education-bessemer#daycare-program,,,https://winnie.com/place/alabama-stem-education-bessemer#contact_form,"Bessemer, AL",,,24 mo - 16 yr
,520 4th Ave N,Winnie,winnie (5).csv,https://winnie.com/place/neacys-family-childcare-birmingham,https://winnie-static.imgix.net/default/daycare_35.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Neacy's Family Childcare,520 4th Ave N,,maps_home_work,,,,"Neacy's Family Childcare is a licensed child care center offering daycare programs located at 520 4th Ave N in Smithfield in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/neacys-family-childcare-birmingham#daycare-program,,,https://winnie.com/place/neacys-family-childcare-birmingham#contact_form,"Birmingham, AL",,Smithfield,6 w - 12 yr
,3125 Berkley Ave,Winnie,winnie (5).csv,https://winnie.com/place/lil-angels-daycare-dev-center-bessemer,https://winnie-static.imgix.net/default/daycare_28.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Lil' Angels Daycare & Dev. Center,3125 Berkley Ave,Bessemer,location_on,,,,"Lil' Angels Daycare & Dev. Center is a licensed child care center offering daycare programs located at 3125 Berkley Ave in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/lil-angels-daycare-dev-center-bessemer#daycare-program,,,https://winnie.com/place/lil-angels-daycare-dev-center-bessemer#contact_form,"Bessemer, AL",,,6 w - 12 yr
