Name,Address,Source,SourceFile,image-wrapper href,photo src,place-name,address,city,material-icons,material-icons 2,info,material-icons 3,description,program-link href,program,badge 3,btn href,city 2,details,neighborhood,badge
,424 Emery Dr,Winnie,winnie (7).csv,https://winnie.com/place/the-episcopal-ch-of-the-holy-apostles-birmingham,https://winnie-static.imgix.net/default/daycare_33.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,The Episcopal Ch. Of The Holy Apostles,424 Emery Dr,Birmingham,location_on,,,,"The Episcopal Ch. Of The Holy Apostles is a license exempt child care center offering daycare programs located at 424 Emery Dr in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/the-episcopal-ch-of-the-holy-apostles-birmingham#daycare-program,,,https://winnie.com/place/the-episcopal-ch-of-the-holy-apostles-birmingham#contact_form,"Birmingham, AL",,,
,5125 Sicard Hollow Rd,Winnie,winnie (7).csv,https://winnie.com/place/grace-a-united-methodist-congregation-birmingham,https://winnie-static.imgix.net/default/daycare_47.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"Grace, A United Methodist Congregation",5125 Sicard Hollow Rd,,maps_home_work,,,,"Grace, A United Methodist Congregation is a license exempt child care center offering daycare programs located at 5125 Sicard Hollow Rd in Overton in Birmingham, AL. Contact this provider to inquire...",https://winnie.com/place/grace-a-united-methodist-congregation-birmingham#daycare-program,,,https://winnie.com/place/grace-a-united-methodist-congregation-birmingham#contact_form,"Birmingham, AL",,Overton,
,328 Robison Dr,Winnie,winnie (7).csv,https://winnie.com/place/agape-worship-ministries-birmingham,https://winnie-static.imgix.net/default/daycare_39.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Agape Worship Ministries,328 Robison Dr,,maps_home_work,,,,"Agape Worship Ministries is a license exempt child care center offering daycare programs located at 328 Robison Dr in Roebuck in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/agape-worship-ministries-birmingham#daycare-program,,,https://winnie.com/place/agape-worship-ministries-birmingham#contact_form,"Birmingham, AL",,Roebuck,
,3631 Montevallo Rd,Winnie,winnie (7).csv,https://winnie.com/place/mountain-brook-baptist-church-birmingham,https://winnie-static.imgix.net/default/daycare_18.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Mountain Brook Baptist Church,3631 Montevallo Rd,Birmingham,location_on,,,,"Mountain Brook Baptist Church is a license exempt child care center offering daycare programs located at 3631 Montevallo Rd in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/mountain-brook-baptist-church-birmingham#daycare-program,,,https://winnie.com/place/mountain-brook-baptist-church-birmingham#contact_form,"Birmingham, AL",,,
,115 Polly Reed Rd NE,Winnie,winnie (7).csv,https://winnie.com/place/the-assembly-of-divine-reality-inc-center-point,https://winnie-static.imgix.net/default/daycare_3.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"The Assembly Of Divine Reality, Inc.",115 Polly Reed Rd NE,Center Point,location_on,,,,"The Assembly Of Divine Reality, Inc. is a license exempt child care center offering daycare programs located at 115 Polly Reed Rd NE in Center Point, AL. Contact this provider to inquire about prices...",https://winnie.com/place/the-assembly-of-divine-reality-inc-center-point#daycare-program,,,https://winnie.com/place/the-assembly-of-divine-reality-inc-center-point#contact_form,"Center Point, AL",,,
,5091 Caldwell Mill Rd,Winnie,winnie (7).csv,https://winnie.com/place/christ-church-united-methodist-birmingham,https://winnie-static.imgix.net/default/daycare_34.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Christ Church United Methodist,5091 Caldwell Mill Rd,Birmingham,location_on,,,,"Christ Church United Methodist is a license exempt child care center offering daycare programs located at 5091 Caldwell Mill Rd in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/christ-church-united-methodist-birmingham#daycare-program,,,https://winnie.com/place/christ-church-united-methodist-birmingham#contact_form,"Birmingham, AL",,,
,1020 Stoudemire Ave,Winnie,winnie (7).csv,https://winnie.com/place/new-covenant-of-faith-ministries-birmingham,https://winnie-static.imgix.net/default/daycare_52.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,New Covenant Of Faith Ministries,1020 Stoudemire Ave,,maps_home_work,,,,"New Covenant Of Faith Ministries is a license exempt child care center offering daycare programs located at 1020 Stoudemire Ave in Maple Grove in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/new-covenant-of-faith-ministries-birmingham#daycare-program,,,https://winnie.com/place/new-covenant-of-faith-ministries-birmingham#contact_form,"Birmingham, AL",,Maple Grove,
,265 W Oxmoor Rd,Winnie,winnie (7).csv,https://winnie.com/place/homewood-church-of-christ-day-school-birmingham,https://winnie-static.imgix.net/default/daycare_41.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Homewood Church of Christ Day School,265 W Oxmoor Rd,,maps_home_work,,,,"Homewood Church of Christ Day School is a license exempt child care center offering daycare programs located at 265 W Oxmoor Rd in Sand Ridge in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/homewood-church-of-christ-day-school-birmingham#daycare-program,,,https://winnie.com/place/homewood-church-of-christ-day-school-birmingham#contact_form,"Birmingham, AL",,Sand Ridge,
,1815 Patton Chapel Rd,Winnie,winnie (7).csv,https://winnie.com/place/green-valley-baptist-church-birmingham,https://winnie-static.imgix.net/default/daycare_57.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Green Valley Baptist Church,1815 Patton Chapel Rd,Birmingham,location_on,,,,"Green Valley Baptist Church is a license exempt child care center offering daycare programs located at 1815 Patton Chapel Rd in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/green-valley-baptist-church-birmingham#daycare-program,,,https://winnie.com/place/green-valley-baptist-church-birmingham#contact_form,"Birmingham, AL",,,
,452 Park Ave,Winnie,winnie (7).csv,https://winnie.com/place/shades-crest-baptist-church-birmingham,https://winnie-static.imgix.net/default/daycare_54.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Shades Crest Baptist Church,452 Park Ave,Birmingham,location_on,,,,"Shades Crest Baptist Church is a license exempt child care center offering daycare programs located at 452 Park Ave in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/shades-crest-baptist-church-birmingham#daycare-program,,,https://winnie.com/place/shades-crest-baptist-church-birmingham#contact_form,"Birmingham, AL",,,
,350 Overbrook Rd,Winnie,winnie (7).csv,https://winnie.com/place/canterbury-united-methodist-church-birmingham,https://winnie-static.imgix.net/default/daycare_18.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Canterbury United Methodist Church,350 Overbrook Rd,Birmingham,location_on,,,,"Canterbury United Methodist Church is a license exempt child care center offering daycare programs located at 350 Overbrook Rd in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/canterbury-united-methodist-church-birmingham#daycare-program,,,https://winnie.com/place/canterbury-united-methodist-church-birmingham#contact_form,"Birmingham, AL",,,
,700 Huffman Rd,Winnie,winnie (7).csv,https://winnie.com/place/kingdom-family-christian-fellowship-center-point,https://winnie-static.imgix.net/default/daycare_13.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Kingdom Family Christian Fellowship,700 Huffman Rd,,maps_home_work,,,,"Kingdom Family Christian Fellowship is a license exempt child care center offering daycare programs located at 700 Huffman Rd in Huffman in Center Point, AL. Contact this provider to inquire about...",https://winnie.com/place/kingdom-family-christian-fellowship-center-point#daycare-program,,,https://winnie.com/place/kingdom-family-christian-fellowship-center-point#contact_form,"Center Point, AL",,Huffman,
,3775 Crosshaven Dr,Winnie,winnie (7).csv,https://winnie.com/place/st-stephens-episcopal-church-vestavia-hills,https://winnie-static.imgix.net/default/daycare_21.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,St. Stephen's Episcopal Church,3775 Crosshaven Dr,Vestavia Hills,location_on,,,,"St. Stephen's Episcopal Church is a license exempt child care center offering daycare programs located at 3775 Crosshaven Dr in Vestavia Hills, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/st-stephens-episcopal-church-vestavia-hills#daycare-program,,,https://winnie.com/place/st-stephens-episcopal-church-vestavia-hills#contact_form,"Vestavia Hills, AL",,,
,3001 US-280,Winnie,winnie (7).csv,https://winnie.com/place/mountain-brook-community-church-birmingham,https://winnie-static.imgix.net/default/daycare_46.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Mountain Brook Community Church,3001 US-280,Birmingham,location_on,,,,"Mountain Brook Community Church is a license exempt child care center offering daycare programs located at 3001 US-280 in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/mountain-brook-community-church-birmingham#daycare-program,,,https://winnie.com/place/mountain-brook-community-church-birmingham#contact_form,"Birmingham, AL",,,
,7901 2nd Ave S,Winnie,winnie (7).csv,https://winnie.com/place/greater-emmanuel-temple-holiness-church-birmingham,https://winnie-static.imgix.net/default/daycare_60.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Greater Emmanuel Temple Holiness Church,7901 2nd Ave S,,maps_home_work,,,,"Greater Emmanuel Temple Holiness Church is a license exempt child care center offering daycare programs located at 7901 2nd Ave S in South Eastlake in Birmingham, AL. Contact this provider to inquire...",https://winnie.com/place/greater-emmanuel-temple-holiness-church-birmingham#daycare-program,,,https://winnie.com/place/greater-emmanuel-temple-holiness-church-birmingham#contact_form,"Birmingham, AL",,South Eastlake,
,2135 Jefferson Ave SW,Winnie,winnie (7).csv,https://winnie.com/place/greater-shiloh-missionary-baptist-church-birmingham,https://winnie-static.imgix.net/default/daycare_33.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Greater Shiloh Missionary Baptist Church,2135 Jefferson Ave SW,,maps_home_work,,,,"Greater Shiloh Missionary Baptist Church is a license exempt child care center offering daycare programs located at 2135 Jefferson Ave SW in Jones Valley in Birmingham, AL. Contact this provider to...",https://winnie.com/place/greater-shiloh-missionary-baptist-church-birmingham#daycare-program,,,https://winnie.com/place/greater-shiloh-missionary-baptist-church-birmingham#contact_form,"Birmingham, AL",,Jones Valley,
,611 Riverchase Pkwy W,Winnie,winnie (7).csv,https://winnie.com/place/christ-the-king-lutheran-church-hoover,https://winnie-static.imgix.net/default/daycare_55.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Christ The King Lutheran Church,611 Riverchase Pkwy W,Hoover,location_on,,,,"Christ The King Lutheran Church is a license exempt child care center offering daycare programs located at 611 Riverchase Pkwy W in Hoover, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/christ-the-king-lutheran-church-hoover#daycare-program,,,https://winnie.com/place/christ-the-king-lutheran-church-hoover#contact_form,"Hoover, AL",,,
,160 Brooklane Dr,Winnie,winnie (7).csv,https://winnie.com/place/brooklane-baptist-church-hueytown,https://winnie-static.imgix.net/default/daycare_42.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Brooklane Baptist Church,160 Brooklane Dr,Hueytown,location_on,,,,"Brooklane Baptist Church is a license exempt child care center offering daycare programs located at 160 Brooklane Dr in Hueytown, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/brooklane-baptist-church-hueytown#daycare-program,,,https://winnie.com/place/brooklane-baptist-church-hueytown#contact_form,"Hueytown, AL",,,
,1703 29th Ct S,Winnie,winnie (7).csv,https://winnie.com/place/our-lady-of-sorrows-catholic-childrens-learning-center-birmingham,https://winnie-static.imgix.net/default/daycare_59.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Our Lady of Sorrows Catholic Children's Learning Center,1703 29th Ct S,Birmingham,location_on,,,,"Our Lady of Sorrows Catholic Children's Learning Center is a license exempt child care center offering daycare programs located at 1703 29th Ct S in Birmingham, AL. Contact this provider to inquire...",https://winnie.com/place/our-lady-of-sorrows-catholic-childrens-learning-center-birmingham#daycare-program,,,https://winnie.com/place/our-lady-of-sorrows-catholic-childrens-learning-center-birmingham#contact_form,"Birmingham, AL",,,
,6200 Lou George Loop,Winnie,winnie (7).csv,https://winnie.com/place/heritage-christian-school-bessemer,https://winnie-static.imgix.net/default/daycare_8.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Heritage Christian School,6200 Lou George Loop,Bessemer,location_on,,,,"Heritage Christian School is a license exempt child care center offering daycare programs located at 6200 Lou George Loop in Bessemer, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/heritage-christian-school-bessemer#daycare-program,,,https://winnie.com/place/heritage-christian-school-bessemer#contact_form,"Bessemer, AL",,,
,2700 Ross Bridge Pkwy,Winnie,winnie (7).csv,https://winnie.com/place/the-heritage-church-site-5-bessemer,https://winnie-static.imgix.net/default/daycare_48.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,The Heritage Church Site 5,2700 Ross Bridge Pkwy,Bessemer,location_on,,,,"The Heritage Church Site 5 is a license exempt child care center offering daycare programs located at 2700 Ross Bridge Pkwy in Bessemer, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/the-heritage-church-site-5-bessemer#daycare-program,,,https://winnie.com/place/the-heritage-church-site-5-bessemer#contact_form,"Bessemer, AL",,,
,1622 7th Ave N,Winnie,winnie (7).csv,https://winnie.com/place/new-life-interfaith-ministries-site-i-bessemer,https://winnie-static.imgix.net/default/daycare_48.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,New Life Interfaith Ministries  Site I,1622 7th Ave N,Bessemer,location_on,,,,"New Life Interfaith Ministries  Site I is a license exempt child care center offering daycare programs located at 1622 7th Ave N in Bessemer, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/new-life-interfaith-ministries-site-i-bessemer#daycare-program,,,https://winnie.com/place/new-life-interfaith-ministries-site-i-bessemer#contact_form,"Bessemer, AL",,,
